2.0,5.0,11.0,6.0,8.0,7.0,9.0,10.0,1.0,0.0,13.0,12.0,3.0,14.0,4.0,6156.3098085367792
5.0,7.0,8.0,6.0,9.0,4.0,10.0,14.0,3.0,0.0,13.0,12.0,1.0,2.0,11.0,5666.8026214980991
2.0,14.0,12.0,13.0,0.0,1.0,3.0,4.0,10.0,9.0,7.0,6.0,8.0,5.0,11.0,6008.4254888099922
6.0,9.0,10.0,4.0,14.0,3.0,1.0,0.0,13.0,12.0,2.0,11.0,5.0,7.0,8.0,5225.1947426934239
7.0,8.0,6.0,9.0,4.0,10.0,14.0,3.0,1.0,0.0,13.0,12.0,2.0,11.0,5.0,5171.3931472695876
8.0,6.0,7.0,9.0,4.0,14.0,12.0,13.0,0.0,1.0,3.0,10.0,2.0,11.0,5.0,5982.2334735062122
7.0,6.0,9.0,14.0,10.0,4.0,3.0,1.0,0.0,13.0,12.0,2.0,11.0,5.0,8.0,5429.1359560673836
11.0,5.0,8.0,6.0,9.0,7.0,10.0,4.0,14.0,3.0,1.0,0.0,13.0,12.0,2.0,5426.1686228011777
14.0,4.0,10.0,3.0,1.0,0.0,13.0,12.0,2.0,11.0,5.0,8.0,6.0,7.0,9.0,5306.7300775648455
5.0,8.0,7.0,6.0,9.0,4.0,10.0,14.0,3.0,1.0,0.0,13.0,12.0,2.0,11.0,5221.749249826782
