21.0,17.0,57.0,44.0,28.0,72.0,64.0,43.0,92.0,84.0,35.0,86.0,54.0,9.0,73.0,85.0,89.0,50.0,83.0,60.0,82.0,95.0,25.0,90.0,93.0,42.0,91.0,29.0,70.0,12.0,77.0,68.0,56.0,66.0,1.0,13.0,65.0,31.0,10.0,49.0,33.0,71.0,3.0,23.0,0.0,38.0,11.0,18.0,78.0,47.0,48.0,80.0,30.0,4.0,69.0,55.0,41.0,46.0,99.0,51.0,75.0,81.0,36.0,63.0,27.0,8.0,62.0,88.0,26.0,32.0,87.0,39.0,5.0,24.0,76.0,37.0,16.0,98.0,40.0,59.0,2.0,96.0,6.0,94.0,22.0,19.0,34.0,67.0,61.0,97.0,58.0,53.0,15.0,52.0,7.0,14.0,79.0,74.0,45.0,20.0,53918.927251419118
35.0,86.0,61.0,37.0,72.0,3.0,7.0,33.0,6.0,89.0,73.0,70.0,23.0,20.0,83.0,10.0,44.0,98.0,80.0,18.0,74.0,9.0,69.0,92.0,30.0,5.0,24.0,96.0,66.0,60.0,15.0,38.0,50.0,16.0,56.0,65.0,67.0,77.0,0.0,14.0,51.0,94.0,47.0,84.0,91.0,17.0,43.0,21.0,2.0,78.0,46.0,29.0,57.0,75.0,31.0,32.0,58.0,49.0,54.0,41.0,55.0,87.0,68.0,79.0,28.0,45.0,48.0,40.0,8.0,82.0,34.0,81.0,93.0,64.0,42.0,25.0,97.0,11.0,99.0,63.0,27.0,26.0,90.0,88.0,19.0,71.0,85.0,36.0,76.0,4.0,13.0,12.0,39.0,22.0,62.0,1.0,53.0,59.0,95.0,52.0,57625.383420498045
96.0,38.0,71.0,63.0,87.0,36.0,92.0,67.0,1.0,5.0,73.0,60.0,82.0,80.0,48.0,77.0,34.0,49.0,68.0,16.0,19.0,42.0,97.0,58.0,12.0,18.0,37.0,0.0,2.0,52.0,70.0,3.0,21.0,20.0,65.0,95.0,76.0,88.0,4.0,25.0,86.0,39.0,55.0,10.0,93.0,27.0,8.0,45.0,17.0,40.0,6.0,44.0,98.0,9.0,81.0,91.0,29.0,94.0,61.0,56.0,41.0,51.0,59.0,50.0,99.0,83.0,85.0,89.0,28.0,79.0,35.0,53.0,69.0,78.0,22.0,54.0,31.0,57.0,11.0,66.0,24.0,32.0,7.0,14.0,75.0,15.0,43.0,33.0,84.0,74.0,47.0,64.0,62.0,13.0,26.0,23.0,90.0,30.0,46.0,72.0,54817.485846139141
36.0,42.0,72.0,1.0,18.0,10.0,19.0,52.0,6.0,81.0,97.0,61.0,31.0,34.0,28.0,78.0,62.0,45.0,75.0,85.0,60.0,87.0,95.0,22.0,55.0,44.0,50.0,83.0,82.0,80.0,15.0,71.0,70.0,84.0,4.0,92.0,86.0,56.0,23.0,49.0,65.0,13.0,30.0,77.0,16.0,17.0,96.0,8.0,21.0,64.0,43.0,41.0,47.0,66.0,74.0,24.0,27.0,26.0,54.0,2.0,69.0,37.0,11.0,9.0,38.0,29.0,20.0,63.0,14.0,73.0,91.0,3.0,46.0,88.0,12.0,58.0,76.0,25.0,67.0,51.0,53.0,35.0,94.0,89.0,98.0,48.0,32.0,79.0,57.0,68.0,33.0,0.0,93.0,90.0,39.0,5.0,59.0,40.0,7.0,99.0,56818.725083520563
87.0,5.0,88.0,78.0,84.0,21.0,9.0,34.0,15.0,56.0,50.0,60.0,27.0,80.0,46.0,65.0,25.0,12.0,35.0,31.0,38.0,71.0,16.0,17.0,55.0,51.0,30.0,39.0,54.0,48.0,8.0,43.0,69.0,53.0,42.0,92.0,76.0,41.0,97.0,90.0,61.0,68.0,2.0,20.0,83.0,52.0,99.0,44.0,19.0,13.0,66.0,64.0,29.0,47.0,49.0,10.0,67.0,36.0,7.0,82.0,96.0,75.0,0.0,89.0,11.0,94.0,72.0,91.0,86.0,63.0,81.0,22.0,18.0,24.0,37.0,79.0,77.0,93.0,98.0,62.0,74.0,57.0,59.0,45.0,33.0,58.0,32.0,70.0,6.0,4.0,1.0,23.0,85.0,3.0,28.0,40.0,73.0,14.0,95.0,26.0,60191.677303170167
86.0,81.0,61.0,35.0,68.0,94.0,37.0,74.0,91.0,65.0,62.0,69.0,1.0,97.0,47.0,49.0,29.0,98.0,71.0,75.0,48.0,20.0,10.0,41.0,51.0,32.0,30.0,52.0,26.0,46.0,50.0,6.0,40.0,96.0,33.0,38.0,7.0,59.0,2.0,9.0,83.0,85.0,13.0,63.0,19.0,60.0,73.0,82.0,79.0,28.0,44.0,99.0,15.0,42.0,64.0,72.0,56.0,92.0,24.0,88.0,4.0,31.0,70.0,89.0,21.0,76.0,43.0,54.0,84.0,66.0,27.0,16.0,14.0,34.0,78.0,95.0,58.0,90.0,87.0,12.0,77.0,5.0,55.0,39.0,0.0,17.0,11.0,36.0,25.0,93.0,22.0,53.0,67.0,18.0,23.0,45.0,8.0,3.0,80.0,57.0,54492.555676346165
97.0,87.0,72.0,8.0,3.0,23.0,6.0,18.0,20.0,60.0,80.0,26.0,45.0,91.0,53.0,61.0,77.0,88.0,76.0,92.0,86.0,30.0,39.0,68.0,2.0,47.0,89.0,70.0,38.0,57.0,62.0,25.0,59.0,63.0,50.0,78.0,33.0,40.0,73.0,0.0,52.0,24.0,1.0,64.0,11.0,29.0,74.0,35.0,31.0,27.0,7.0,85.0,14.0,15.0,75.0,17.0,16.0,96.0,81.0,93.0,54.0,13.0,94.0,42.0,43.0,51.0,90.0,79.0,41.0,37.0,19.0,32.0,4.0,55.0,5.0,22.0,98.0,21.0,28.0,9.0,84.0,71.0,48.0,56.0,10.0,82.0,83.0,99.0,44.0,46.0,66.0,95.0,65.0,36.0,34.0,67.0,49.0,12.0,69.0,58.0,53592.263943065627
52.0,26.0,29.0,90.0,25.0,89.0,73.0,50.0,3.0,62.0,53.0,94.0,66.0,20.0,77.0,41.0,1.0,67.0,31.0,54.0,56.0,42.0,30.0,10.0,87.0,88.0,6.0,2.0,95.0,86.0,21.0,65.0,64.0,40.0,57.0,14.0,75.0,69.0,46.0,82.0,19.0,51.0,9.0,4.0,27.0,63.0,11.0,59.0,16.0,61.0,44.0,83.0,85.0,70.0,81.0,22.0,43.0,74.0,99.0,48.0,60.0,79.0,8.0,47.0,13.0,76.0,24.0,58.0,97.0,18.0,23.0,98.0,15.0,28.0,45.0,17.0,12.0,71.0,72.0,55.0,92.0,5.0,39.0,33.0,37.0,0.0,7.0,38.0,80.0,91.0,93.0,34.0,32.0,35.0,84.0,96.0,78.0,36.0,68.0,49.0,55367.269332467033
79.0,70.0,31.0,26.0,37.0,62.0,6.0,51.0,32.0,58.0,96.0,77.0,52.0,34.0,2.0,17.0,63.0,78.0,76.0,72.0,53.0,67.0,56.0,65.0,81.0,92.0,30.0,3.0,24.0,61.0,5.0,87.0,22.0,59.0,48.0,74.0,23.0,75.0,45.0,29.0,47.0,64.0,41.0,84.0,8.0,14.0,57.0,60.0,7.0,44.0,40.0,66.0,12.0,68.0,86.0,10.0,95.0,21.0,71.0,13.0,49.0,1.0,27.0,43.0,90.0,11.0,15.0,33.0,83.0,73.0,50.0,42.0,85.0,0.0,20.0,97.0,9.0,19.0,55.0,88.0,36.0,35.0,93.0,38.0,16.0,69.0,54.0,4.0,91.0,94.0,39.0,25.0,82.0,99.0,89.0,98.0,80.0,28.0,18.0,46.0,56602.889391085126
93.0,22.0,57.0,75.0,14.0,17.0,45.0,70.0,33.0,48.0,15.0,96.0,41.0,49.0,34.0,5.0,43.0,65.0,74.0,72.0,92.0,18.0,63.0,87.0,88.0,1.0,28.0,37.0,21.0,80.0,3.0,12.0,44.0,73.0,77.0,30.0,55.0,32.0,52.0,94.0,81.0,10.0,78.0,68.0,67.0,54.0,24.0,38.0,98.0,7.0,8.0,60.0,23.0,0.0,56.0,9.0,84.0,64.0,42.0,97.0,25.0,39.0,4.0,90.0,66.0,91.0,26.0,79.0,69.0,82.0,11.0,6.0,59.0,89.0,62.0,95.0,35.0,58.0,36.0,51.0,19.0,61.0,29.0,27.0,76.0,13.0,86.0,31.0,53.0,2.0,99.0,71.0,16.0,46.0,85.0,40.0,20.0,83.0,50.0,47.0,55043.620357448774
