11.0,15.0,1.0,24.0,16.0,9.0,6.0,12.0,21.0,18.0,7.0,22.0,0.0,5.0,3.0,4.0,19.0,13.0,23.0,17.0,14.0,8.0,10.0,2.0,20.0,10142.481094053957
3.0,4.0,0.0,15.0,16.0,9.0,23.0,22.0,18.0,6.0,17.0,13.0,19.0,24.0,11.0,10.0,7.0,14.0,20.0,21.0,2.0,8.0,12.0,1.0,5.0,9623.2479013576612
0.0,5.0,13.0,11.0,6.0,21.0,18.0,17.0,8.0,16.0,1.0,15.0,3.0,4.0,19.0,10.0,2.0,14.0,12.0,20.0,7.0,23.0,22.0,9.0,24.0,9440.9729932624778
24.0,9.0,23.0,22.0,11.0,19.0,1.0,6.0,12.0,14.0,8.0,18.0,21.0,20.0,2.0,7.0,10.0,17.0,16.0,15.0,0.0,4.0,3.0,13.0,5.0,8402.7730177418143
5.0,11.0,10.0,8.0,9.0,24.0,22.0,16.0,1.0,23.0,7.0,14.0,21.0,18.0,2.0,20.0,12.0,6.0,17.0,4.0,3.0,19.0,13.0,0.0,15.0,8560.0251475898203
14.0,2.0,8.0,12.0,22.0,0.0,15.0,23.0,1.0,16.0,19.0,4.0,5.0,11.0,9.0,20.0,21.0,18.0,17.0,6.0,24.0,13.0,3.0,10.0,7.0,10137.583020809288
2.0,20.0,21.0,18.0,23.0,15.0,24.0,1.0,16.0,13.0,3.0,19.0,5.0,0.0,4.0,11.0,10.0,9.0,22.0,6.0,17.0,14.0,8.0,7.0,12.0,8474.2435112981075
10.0,11.0,13.0,19.0,3.0,5.0,4.0,15.0,0.0,1.0,16.0,24.0,9.0,22.0,23.0,17.0,8.0,2.0,20.0,21.0,18.0,12.0,14.0,6.0,7.0,6944.8690910533887
14.0,7.0,8.0,4.0,13.0,0.0,1.0,11.0,17.0,12.0,10.0,5.0,3.0,19.0,15.0,16.0,23.0,24.0,9.0,22.0,21.0,2.0,18.0,20.0,6.0,10021.462144986226
11.0,5.0,19.0,15.0,13.0,3.0,4.0,0.0,16.0,23.0,24.0,1.0,8.0,14.0,12.0,7.0,2.0,20.0,18.0,21.0,6.0,17.0,22.0,9.0,10.0,7842.9026921808054
