2.0,24.0,0.0,6.0,7.0,10.0,16.0,13.0,12.0,14.0,19.0,20.0,23.0,5.0,3.0,4.0,22.0,21.0,9.0,8.0,11.0,15.0,17.0,18.0,1.0,13317.338696232977
19.0,7.0,24.0,23.0,3.0,4.0,6.0,5.0,8.0,14.0,17.0,18.0,20.0,22.0,21.0,0.0,1.0,2.0,15.0,16.0,13.0,12.0,11.0,10.0,9.0,12616.156753345385
21.0,19.0,18.0,10.0,15.0,17.0,20.0,23.0,5.0,6.0,12.0,13.0,16.0,14.0,9.0,11.0,8.0,7.0,4.0,1.0,22.0,24.0,2.0,0.0,3.0,13125.05367959166
16.0,15.0,14.0,17.0,18.0,19.0,24.0,20.0,2.0,5.0,7.0,6.0,9.0,11.0,13.0,12.0,10.0,8.0,4.0,3.0,0.0,1.0,22.0,23.0,21.0,11575.273482574739
2.0,0.0,4.0,6.0,5.0,23.0,22.0,19.0,18.0,16.0,17.0,15.0,14.0,13.0,12.0,11.0,9.0,10.0,8.0,7.0,20.0,21.0,24.0,3.0,1.0,9360.3574013594825
22.0,0.0,23.0,2.0,1.0,24.0,3.0,4.0,5.0,13.0,12.0,14.0,15.0,16.0,19.0,18.0,17.0,11.0,9.0,10.0,8.0,6.0,7.0,20.0,21.0,9945.4588925116241
11.0,10.0,9.0,14.0,13.0,12.0,18.0,19.0,21.0,5.0,3.0,4.0,2.0,1.0,0.0,24.0,23.0,22.0,20.0,7.0,6.0,8.0,17.0,16.0,15.0,9742.4534204783358
5.0,19.0,20.0,23.0,24.0,2.0,3.0,1.0,0.0,4.0,22.0,21.0,18.0,12.0,13.0,11.0,15.0,14.0,17.0,16.0,9.0,10.0,8.0,7.0,6.0,10298.894892743723
7.0,9.0,11.0,13.0,16.0,17.0,18.0,19.0,24.0,2.0,0.0,1.0,3.0,5.0,4.0,8.0,12.0,10.0,15.0,14.0,20.0,22.0,21.0,23.0,6.0,11372.016842100857
10.0,17.0,19.0,18.0,20.0,1.0,2.0,3.0,5.0,4.0,7.0,8.0,9.0,13.0,14.0,12.0,11.0,6.0,22.0,24.0,23.0,0.0,21.0,15.0,16.0,11989.226815747807
