22.0,21.0,9.0,16.0,14.0,13.0,12.0,20.0,24.0,11.0,15.0,18.0,10.0,8.0,7.0,6.0,5.0,4.0,2.0,1.0,0.0,19.0,17.0,3.0,23.0,15029.751029981031
24.0,23.0,21.0,20.0,0.0,1.0,2.0,5.0,11.0,13.0,14.0,17.0,19.0,22.0,3.0,4.0,6.0,7.0,8.0,9.0,10.0,16.0,15.0,12.0,18.0,11673.236942837124
12.0,13.0,14.0,16.0,5.0,2.0,0.0,24.0,23.0,22.0,21.0,20.0,17.0,6.0,4.0,3.0,19.0,18.0,15.0,11.0,10.0,9.0,8.0,7.0,1.0,12635.703163439484
17.0,13.0,12.0,24.0,0.0,1.0,2.0,3.0,4.0,5.0,21.0,14.0,7.0,8.0,9.0,10.0,11.0,15.0,16.0,18.0,6.0,20.0,22.0,23.0,19.0,13183.754993625585
22.0,23.0,1.0,7.0,16.0,15.0,14.0,13.0,12.0,11.0,24.0,5.0,8.0,18.0,17.0,10.0,9.0,19.0,21.0,0.0,2.0,3.0,4.0,6.0,20.0,14125.760984451366
19.0,21.0,24.0,17.0,5.0,6.0,7.0,9.0,12.0,1.0,0.0,18.0,14.0,11.0,8.0,4.0,3.0,2.0,23.0,22.0,20.0,10.0,13.0,15.0,16.0,15585.373868162962
7.0,22.0,20.0,19.0,5.0,6.0,17.0,15.0,14.0,12.0,10.0,8.0,23.0,21.0,18.0,16.0,13.0,11.0,9.0,2.0,24.0,0.0,1.0,3.0,4.0,13342.482909834818
12.0,14.0,16.0,11.0,8.0,6.0,5.0,4.0,3.0,1.0,24.0,23.0,7.0,9.0,19.0,21.0,22.0,0.0,2.0,10.0,13.0,15.0,17.0,18.0,20.0,12941.695167228707
4.0,12.0,19.0,1.0,2.0,5.0,7.0,9.0,10.0,11.0,13.0,15.0,16.0,17.0,18.0,20.0,21.0,6.0,8.0,14.0,3.0,0.0,24.0,23.0,22.0,13639.722659567327
18.0,17.0,2.0,8.0,9.0,14.0,19.0,20.0,21.0,0.0,24.0,23.0,22.0,3.0,5.0,6.0,16.0,10.0,11.0,12.0,13.0,15.0,7.0,4.0,1.0,13986.431171675118
