23.0,6.0,18.0,12.0,14.0,7.0,20.0,22.0,1.0,11.0,0.0,15.0,4.0,3.0,19.0,5.0,13.0,16.0,24.0,21.0,2.0,8.0,17.0,10.0,9.0,9100.285360915821
9.0,22.0,0.0,19.0,24.0,23.0,12.0,2.0,20.0,21.0,14.0,3.0,5.0,13.0,1.0,6.0,18.0,7.0,8.0,17.0,10.0,11.0,4.0,15.0,16.0,11054.349665191521
12.0,18.0,21.0,10.0,7.0,2.0,20.0,6.0,8.0,24.0,0.0,5.0,19.0,11.0,1.0,14.0,9.0,23.0,15.0,13.0,4.0,3.0,16.0,22.0,17.0,9804.6412842890841
9.0,1.0,0.0,13.0,5.0,3.0,19.0,11.0,10.0,8.0,20.0,22.0,15.0,16.0,2.0,18.0,21.0,12.0,14.0,7.0,4.0,24.0,17.0,6.0,23.0,10574.40446008596
15.0,5.0,19.0,11.0,10.0,1.0,16.0,9.0,6.0,14.0,2.0,21.0,24.0,13.0,4.0,7.0,12.0,8.0,3.0,17.0,20.0,18.0,22.0,23.0,0.0,12003.352077063941
22.0,2.0,5.0,3.0,10.0,14.0,21.0,6.0,19.0,4.0,13.0,1.0,16.0,9.0,18.0,20.0,23.0,24.0,17.0,12.0,8.0,7.0,11.0,0.0,15.0,12521.925710691396
2.0,18.0,21.0,22.0,9.0,11.0,3.0,4.0,13.0,0.0,10.0,12.0,6.0,17.0,24.0,1.0,5.0,19.0,8.0,14.0,7.0,20.0,16.0,15.0,23.0,11081.062583717587
16.0,1.0,3.0,19.0,2.0,18.0,22.0,23.0,9.0,4.0,15.0,0.0,11.0,5.0,13.0,10.0,7.0,14.0,12.0,20.0,21.0,6.0,8.0,17.0,24.0,9874.0325221881794
7.0,5.0,4.0,19.0,18.0,2.0,14.0,8.0,17.0,22.0,23.0,15.0,13.0,1.0,24.0,16.0,0.0,3.0,10.0,9.0,6.0,21.0,20.0,12.0,11.0,11964.222298633775
20.0,2.0,11.0,4.0,0.0,17.0,6.0,12.0,18.0,23.0,9.0,1.0,8.0,14.0,7.0,10.0,15.0,13.0,19.0,3.0,5.0,16.0,24.0,22.0,21.0,10640.401775554144
